rileyb3d, https://github.com/rileyb3d, https://avatars.githubusercontent.com/u/226720150?u=2602c79eca3df5d011a6297f0d823ceba6cdd03e&v=4, 2025-08-15T14:02:02Z, 20, False
AloeVeraPurple, https://github.com/AloeVeraPurple, https://avatars.githubusercontent.com/u/113100491?u=0c3b3754f5759057470e5e1dbb3ac7fe165330d0&v=4, 2025-08-27T15:04:43Z, 30, True
dorianvallejo-rgb, https://github.com/dorianvallejo-rgb, https://avatars.githubusercontent.com/u/228023135?u=7bacb8dd2b48424bd1fcd4df7fd2fecb59cdfcaa&v=4, 2025-08-22T13:32:37Z, 20, True
LaFemme, https://github.com/LaFemme, https://avatars.githubusercontent.com/u/10232464?v=4, 2025-08-22T21:53:15Z, 20, True
MrYay, https://github.com/MrYay, https://avatars.githubusercontent.com/u/9140406?u=05f7f66ba0279da3d9070d302b66d3726a192073&v=4, 2025-09-02T18:47:04Z, 10, True
